order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_date,delivery_date,total_amount
1970,692,2022-01-27,Delivered,Credit Card,140 Oak Ave,Fort Worth,TX,49343,2022-01-29,2022-01-31,328.99
1971,714,2023-05-11,Delivered,Debit Card,6723 Main St,San Jose,CA,65666,2023-05-14,2023-05-21,3409.91
1972,409,2024-02-26,Delivered,Debit Card,8652 Park Rd,Dallas,TX,23935,2024-02-27,2024-03-01,1912.0299999999997
1973,817,2023-02-05,Delivered,Apple Pay,7511 Park Rd,San Jose,CA,72289,2023-02-07,2023-02-08,748.53
1974,347,2022-09-20,Delivered,Credit Card,6251 Oak Ave,Chicago,IL,81702,2022-09-21,2022-09-24,239.0
1975,762,2024-03-02,Delivered,Debit Card,8149 Oak Ave,Philadelphia,PA,96169,2024-03-04,2024-03-10,239.0
1976,647,2023-08-12,Delivered,Apple Pay,2079 Second Ave,Philadelphia,PA,28000,2023-08-13,2023-08-18,631.5
1977,848,2024-02-02,Delivered,Apple Pay,991 Park Rd,Columbus,OH,41030,2024-02-04,2024-02-07,0.0
1978,836,2021-04-24,Delivered,Google Pay,6535 Second Ave,Fort Worth,TX,95078,2021-04-26,2021-04-27,1808.01
1979,745,2023-08-29,Delivered,Google Pay,3957 Park Rd,Charlotte,NC,31001,2023-08-31,2023-09-07,232.97
1980,890,2024-03-24,Delivered,Google Pay,6402 Oak Ave,San Diego,CA,84529,2024-03-26,2024-04-02,3191.22
1981,797,2023-02-26,Delivered,Debit Card,3407 First St,Columbus,OH,10863,2023-02-27,2023-03-05,334.75
1982,143,2023-06-16,Processing,Debit Card,7665 First St,Phoenix,AZ,17456,,,920.34
1983,218,2024-02-03,Pending,Apple Pay,5195 Main St,Charlotte,NC,48671,,,1249.6
1984,592,2020-08-19,Delivered,Google Pay,8658 Main St,San Antonio,TX,50760,2020-08-21,2020-08-26,310.53999999999996
1985,645,2023-09-04,Cancelled,Debit Card,2238 Main St,Jacksonville,FL,92924,,,175.76999999999998
1986,52,2022-02-22,Shipped,Debit Card,4551 Park Rd,Houston,TX,80798,2022-02-24,,13028.44
1987,573,2023-08-29,Processing,Apple Pay,7614 First St,New York,NY,81237,,,398.65
1988,35,2022-07-18,Delivered,Credit Card,258 Main St,Dallas,TX,29536,2022-07-19,2022-07-21,259.12
1989,47,2023-04-05,Delivered,PayPal,500 Main St,Chicago,IL,72277,2023-04-07,2023-04-14,514.93
1990,101,2024-03-22,Delivered,PayPal,7722 Park Rd,Charlotte,NC,81643,2024-03-24,2024-03-26,443.71999999999997
1991,492,2022-08-06,Delivered,Apple Pay,1677 First St,San Diego,CA,44048,2022-08-07,2022-08-08,77.4
1992,842,2022-10-30,Delivered,Credit Card,4353 Second Ave,Chicago,IL,78561,2022-11-02,2022-11-09,481.77
1993,952,2022-10-12,Processing,Google Pay,5645 Second Ave,Austin,TX,29473,,,147.78
1994,409,2024-04-13,Delivered,Credit Card,8652 Park Rd,Dallas,TX,23935,2024-04-16,2024-04-21,0.0
1995,18,2023-05-21,Processing,Debit Card,3781 Main St,Houston,TX,12757,,,508.88
1996,767,2020-08-11,Delivered,PayPal,6220 Second Ave,San Antonio,TX,52406,2020-08-13,2020-08-15,0.0
1997,605,2023-03-25,Delivered,PayPal,9802 Second Ave,Los Angeles,CA,52647,2023-03-28,2023-04-04,0.0
1998,443,2024-05-10,Delivered,Debit Card,3729 First St,Fort Worth,TX,57118,2024-05-13,2024-05-20,1596.03
1999,349,2021-09-11,Delivered,Apple Pay,4712 Park Rd,Phoenix,AZ,22571,2021-09-13,2021-09-18,172.96
2000,226,2024-01-05,Pending,Apple Pay,5797 Main St,Chicago,IL,80419,,,1670.46
2001,92,2023-08-04,Shipped,PayPal,2534 First St,Columbus,OH,73483,2023-08-05,,144.04
2002,608,2024-05-20,Processing,Credit Card,5287 Park Rd,Austin,TX,99071,,,7663.99
2003,998,2020-08-31,Shipped,PayPal,7403 Main St,Houston,TX,81641,2020-09-01,,1375.6599999999999
2004,792,2024-01-06,Shipped,PayPal,4373 Park Rd,Charlotte,NC,30788,2024-01-09,,7441.21
2005,697,2023-11-25,Delivered,Credit Card,5385 Park Rd,Dallas,TX,49462,2023-11-26,2023-11-28,8468.51
2006,171,2022-09-21,Delivered,Google Pay,7405 Second Ave,Phoenix,AZ,31842,2022-09-22,2022-09-25,400.88
2007,353,2023-11-20,Pending,Debit Card,4415 Oak Ave,San Diego,CA,83956,,,231.93
2008,936,2022-12-19,Processing,Google Pay,9469 Second Ave,Charlotte,NC,26759,,,0.0
2009,199,2022-10-05,Processing,Credit Card,8125 Second Ave,Dallas,TX,72245,,,959.19
2010,309,2022-08-27,Shipped,Debit Card,4347 Oak Ave,Fort Worth,TX,26637,2022-08-30,,363.72
2011,740,2023-06-04,Delivered,Google Pay,5234 Park Rd,Fort Worth,TX,61111,2023-06-07,2023-06-14,260.7
2012,8,2021-07-25,Processing,PayPal,5413 Main St,Austin,TX,14207,,,111.25999999999999
2013,582,2023-07-01,Delivered,Apple Pay,2032 Oak Ave,Austin,TX,64346,2023-07-02,2023-07-05,929.34
2014,891,2024-04-23,Processing,Credit Card,8910 Park Rd,Charlotte,NC,18748,,,1332.72
2015,299,2024-03-21,Delivered,Apple Pay,5853 Oak Ave,San Diego,CA,29840,2024-03-24,2024-03-31,80.74000000000001
2016,286,2024-04-09,Delivered,Apple Pay,2381 Oak Ave,Chicago,IL,17780,2024-04-12,2024-04-13,2824.24
2017,938,2021-10-09,Delivered,Google Pay,7225 Main St,Los Angeles,CA,52795,2021-10-11,2021-10-17,1404.0900000000001
2018,98,2021-03-21,Delivered,Google Pay,1746 First St,Los Angeles,CA,49251,2021-03-23,2021-03-24,0.0
2019,434,2024-05-20,Shipped,Apple Pay,9694 Main St,Fort Worth,TX,19514,2024-05-23,,24.29
2020,241,2024-02-26,Delivered,Credit Card,2597 Oak Ave,Phoenix,AZ,40149,2024-02-28,2024-02-29,401.97
2021,354,2023-03-19,Shipped,PayPal,9762 Oak Ave,San Antonio,TX,17993,2023-03-21,,836.0400000000001
2022,297,2023-04-22,Delivered,Credit Card,7019 Oak Ave,Columbus,OH,19283,2023-04-23,2023-04-29,198.05
2023,203,2022-12-22,Delivered,Google Pay,1120 Oak Ave,Columbus,OH,37176,2022-12-23,2022-12-28,199.79999999999998
2024,287,2024-02-28,Delivered,Credit Card,4894 Park Rd,Philadelphia,PA,45041,2024-03-01,2024-03-06,139.18
2025,886,2023-09-30,Processing,Apple Pay,3469 Park Rd,Columbus,OH,97135,,,379.8
2026,745,2021-06-30,Delivered,Apple Pay,3957 Park Rd,Charlotte,NC,31001,2021-07-02,2021-07-03,12.06
2027,897,2021-10-21,Delivered,Google Pay,664 Second Ave,Jacksonville,FL,67941,2021-10-24,2021-10-30,71.0
2028,831,2023-07-05,Delivered,Debit Card,8000 Park Rd,New York,NY,42884,2023-07-07,2023-07-14,215.65
2029,661,2023-04-14,Delivered,Google Pay,2884 Second Ave,Fort Worth,TX,40107,2023-04-17,2023-04-22,1001.43
2030,104,2023-06-12,Shipped,Credit Card,8238 Park Rd,Charlotte,NC,89569,2023-06-14,,898.6899999999999
2031,508,2023-10-08,Shipped,Debit Card,1221 Oak Ave,Columbus,OH,47957,2023-10-10,,194.06
2032,956,2022-05-22,Delivered,Credit Card,8906 Oak Ave,Los Angeles,CA,12588,2022-05-24,2022-05-29,164.57
2033,792,2023-10-20,Shipped,Google Pay,4373 Park Rd,Charlotte,NC,30788,2023-10-22,,137.96
2034,141,2023-03-08,Delivered,PayPal,8195 First St,Chicago,IL,85952,2023-03-11,2023-03-16,741.8299999999999
2035,331,2022-09-29,Delivered,Credit Card,4683 First St,Los Angeles,CA,64949,2022-10-02,2022-10-03,723.5699999999999
2036,933,2023-01-04,Delivered,PayPal,4172 Park Rd,Jacksonville,FL,91048,2023-01-07,2023-01-14,8079.6900000000005
2037,697,2023-12-23,Delivered,Apple Pay,5385 Park Rd,Dallas,TX,49462,2023-12-24,2023-12-26,0.0
2038,697,2023-12-21,Shipped,Apple Pay,5385 Park Rd,Dallas,TX,49462,2023-12-22,,218.81
2039,627,2023-09-17,Delivered,Apple Pay,7174 Second Ave,Columbus,OH,45728,2023-09-19,2023-09-24,697.54
2040,970,2024-02-09,Delivered,Apple Pay,5310 First St,Chicago,IL,55242,2024-02-11,2024-02-14,481.6
2041,278,2024-05-23,Delivered,Apple Pay,4008 Park Rd,Los Angeles,CA,33992,2024-05-25,2024-06-01,195.44
2042,756,2024-03-23,Delivered,Google Pay,4168 Park Rd,Charlotte,NC,99688,2024-03-24,2024-03-28,241.3
2043,28,2023-11-08,Shipped,Debit Card,1443 First St,San Jose,CA,86503,2023-11-10,,30.28
2044,103,2020-08-16,Delivered,Apple Pay,4947 Park Rd,San Jose,CA,96275,2020-08-19,2020-08-20,470.31
2045,473,2022-08-16,Delivered,Credit Card,3895 Second Ave,Dallas,TX,98345,2022-08-18,2022-08-19,926.4399999999999
2046,876,2023-01-10,Delivered,PayPal,4378 Main St,Charlotte,NC,46942,2023-01-11,2023-01-13,218.3
2047,185,2021-03-22,Cancelled,Google Pay,9613 Oak Ave,San Jose,CA,96341,,,0.0
2048,324,2022-08-27,Delivered,Debit Card,9984 Main St,Columbus,OH,52964,2022-08-28,2022-08-31,2869.75
2049,989,2021-09-05,Delivered,Debit Card,2598 Second Ave,Houston,TX,42698,2021-09-06,2021-09-11,568.97
2050,633,2023-03-04,Delivered,Credit Card,2753 Main St,Phoenix,AZ,18177,2023-03-06,2023-03-11,449.74
2051,742,2023-12-26,Pending,PayPal,7043 First St,Dallas,TX,42289,,,745.17
2052,587,2021-06-09,Delivered,Credit Card,5893 Main St,Fort Worth,TX,46760,2021-06-12,2021-06-19,480.94
2053,320,2020-07-04,Delivered,Debit Card,2287 First St,Dallas,TX,87580,2020-07-05,2020-07-06,80.44
2054,530,2021-02-24,Delivered,Apple Pay,7615 First St,Austin,TX,31864,2021-02-25,2021-03-01,752.46
2055,759,2024-02-23,Delivered,Apple Pay,6176 Oak Ave,San Antonio,TX,15390,2024-02-26,2024-03-02,1335.44
2056,135,2024-02-11,Shipped,Debit Card,3870 Second Ave,Jacksonville,FL,97562,2024-02-14,,211.89
2057,385,2021-08-30,Delivered,PayPal,5115 Oak Ave,San Jose,CA,15992,2021-09-02,2021-09-09,0.0
2058,212,2022-04-11,Delivered,Credit Card,8216 Oak Ave,Fort Worth,TX,14910,2022-04-12,2022-04-13,380.92
2059,185,2022-10-15,Pending,Credit Card,9613 Oak Ave,San Jose,CA,96341,,,823.62
2060,392,2024-02-15,Delivered,PayPal,5964 First St,Houston,TX,31020,2024-02-17,2024-02-21,136.22
2061,51,2023-10-17,Delivered,Apple Pay,4346 Oak Ave,San Diego,CA,46347,2023-10-20,2023-10-27,244.35000000000002
2062,197,2020-11-26,Delivered,PayPal,759 Main St,Dallas,TX,27961,2020-11-27,2020-12-02,3683.11
2063,446,2023-04-06,Delivered,Google Pay,700 Second Ave,Charlotte,NC,81233,2023-04-07,2023-04-09,380.84000000000003
2064,359,2020-12-29,Delivered,Credit Card,1830 Second Ave,Charlotte,NC,47498,2020-12-31,2021-01-03,658.37
2065,928,2020-12-01,Shipped,Google Pay,1152 Park Rd,Phoenix,AZ,86761,2020-12-03,,0.0
2066,701,2024-04-30,Delivered,PayPal,7340 Second Ave,Columbus,OH,54832,2024-05-02,2024-05-05,1091.44
2067,654,2021-11-09,Delivered,Google Pay,7872 First St,Austin,TX,30940,2021-11-12,2021-11-13,362.65
2068,991,2022-10-21,Shipped,Apple Pay,2267 First St,Los Angeles,CA,45895,2022-10-24,,105.9
2069,534,2021-04-23,Shipped,Apple Pay,5020 Oak Ave,New York,NY,51275,2021-04-25,,51.78
2070,689,2023-09-13,Delivered,Apple Pay,3504 Park Rd,Chicago,IL,78852,2023-09-15,2023-09-22,1801.75
2071,565,2023-11-16,Processing,PayPal,1891 First St,Dallas,TX,15559,,,5170.8099999999995
2072,84,2022-10-26,Delivered,Debit Card,8156 Main St,Austin,TX,55607,2022-10-27,2022-10-31,2329.12
2073,782,2022-11-14,Delivered,PayPal,539 Oak Ave,Columbus,OH,95016,2022-11-16,2022-11-17,5601.47
2074,446,2023-08-13,Delivered,Google Pay,700 Second Ave,Charlotte,NC,81233,2023-08-16,2023-08-20,143.4
2075,796,2023-06-26,Delivered,Debit Card,4886 First St,Jacksonville,FL,75325,2023-06-29,2023-06-30,1604.6200000000001
2076,777,2021-01-03,Delivered,Google Pay,4275 Second Ave,Philadelphia,PA,75987,2021-01-05,2021-01-07,886.73
2077,762,2023-02-21,Delivered,Credit Card,8149 Oak Ave,Philadelphia,PA,96169,2023-02-23,2023-02-26,211.12
2078,399,2023-11-08,Delivered,Apple Pay,6321 Park Rd,Chicago,IL,13777,2023-11-10,2023-11-16,159.24
2079,17,2024-02-16,Delivered,Debit Card,8935 Oak Ave,Houston,TX,50857,2024-02-17,2024-02-22,107.59
2080,922,2023-11-03,Shipped,Google Pay,9703 Main St,San Antonio,TX,34749,2023-11-05,,8351.02
2081,58,2023-06-30,Cancelled,Apple Pay,6311 Park Rd,Philadelphia,PA,43065,,,2327.55
2082,346,2021-03-25,Delivered,Apple Pay,7493 Main St,Chicago,IL,48654,2021-03-27,2021-03-28,161.48
2083,611,2023-02-12,Delivered,Apple Pay,2941 First St,Houston,TX,34671,2023-02-13,2023-02-14,513.8
2084,285,2024-04-26,Delivered,Debit Card,1525 First St,Philadelphia,PA,41056,2024-04-29,2024-05-01,183.94
2085,197,2022-11-25,Delivered,PayPal,759 Main St,Dallas,TX,27961,2022-11-28,2022-11-30,647.55
2086,226,2022-03-03,Delivered,Apple Pay,5797 Main St,Chicago,IL,80419,2022-03-05,2022-03-09,1720.73
2087,845,2024-02-20,Processing,Google Pay,5281 Main St,San Diego,CA,35507,,,287.77
2088,984,2021-06-27,Shipped,Apple Pay,7298 Oak Ave,San Diego,CA,56365,2021-06-30,,1769.2599999999998
2089,445,2024-02-26,Delivered,Credit Card,1352 Main St,Jacksonville,FL,76476,2024-02-28,2024-03-04,31.71
2090,915,2023-11-28,Delivered,PayPal,1463 Park Rd,Columbus,OH,80411,2023-12-01,2023-12-02,849.1200000000001
2091,483,2023-02-19,Delivered,Google Pay,208 Second Ave,San Jose,CA,73214,2023-02-22,2023-02-26,273.5
2092,429,2023-05-21,Shipped,PayPal,8435 First St,Dallas,TX,15747,2023-05-24,,157.21
2093,163,2024-03-17,Delivered,Credit Card,1502 Second Ave,Chicago,IL,18870,2024-03-18,2024-03-21,5463.12
2094,485,2023-10-17,Delivered,Google Pay,8959 Main St,San Diego,CA,55519,2023-10-20,2023-10-25,804.49
2095,653,2023-09-19,Delivered,Credit Card,3692 First St,Dallas,TX,96419,2023-09-22,2023-09-26,878.03
2096,543,2023-03-13,Delivered,PayPal,8689 Oak Ave,Dallas,TX,19390,2023-03-15,2023-03-19,385.40000000000003
2097,729,2021-04-26,Delivered,PayPal,9496 First St,Phoenix,AZ,91863,2021-04-29,2021-05-05,1641.4599999999998
2098,879,2023-01-10,Delivered,Google Pay,2376 Second Ave,Philadelphia,PA,50051,2023-01-13,2023-01-17,1470.0
2099,762,2023-12-14,Delivered,PayPal,8149 Oak Ave,Philadelphia,PA,96169,2023-12-16,2023-12-22,19.61
2100,982,2023-11-07,Shipped,Credit Card,1488 Second Ave,Houston,TX,30147,2023-11-09,,557.19
2101,961,2023-08-15,Delivered,Google Pay,5227 Second Ave,Jacksonville,FL,89452,2023-08-16,2023-08-18,21.44
2102,839,2023-11-14,Processing,Debit Card,1574 Second Ave,Houston,TX,49738,,,1838.5400000000002
2103,471,2024-02-11,Shipped,Debit Card,6396 First St,Jacksonville,FL,96006,2024-02-13,,0.0
2104,783,2023-11-17,Delivered,Debit Card,1510 Park Rd,Houston,TX,29420,2023-11-18,2023-11-19,483.82000000000005
2105,980,2021-03-08,Delivered,Credit Card,5094 Second Ave,Houston,TX,70693,2021-03-09,2021-03-13,476.4
2106,196,2022-05-23,Delivered,PayPal,1684 First St,Chicago,IL,54444,2022-05-25,2022-06-01,251.44
2107,393,2023-09-22,Delivered,Credit Card,3942 Main St,Philadelphia,PA,98032,2023-09-24,2023-09-29,1277.6499999999999
2108,655,2023-05-06,Processing,Debit Card,7524 Main St,Philadelphia,PA,16875,,,1070.03
2109,91,2022-06-27,Delivered,Google Pay,1243 Park Rd,Columbus,OH,54548,2022-06-28,2022-07-03,470.65
2110,425,2023-04-27,Processing,PayPal,5307 Second Ave,Los Angeles,CA,34100,,,485.15
2111,220,2024-05-02,Delivered,Credit Card,7419 Second Ave,Dallas,TX,57419,2024-05-05,2024-05-07,360.93
2112,876,2022-09-24,Shipped,Apple Pay,4378 Main St,Charlotte,NC,46942,2022-09-25,,9103.91
2113,128,2024-04-03,Pending,Google Pay,4481 Main St,San Jose,CA,45818,,,403.49
2114,492,2024-04-12,Delivered,Debit Card,1677 First St,San Diego,CA,44048,2024-04-13,2024-04-14,2896.1400000000003
2115,544,2024-02-22,Delivered,Google Pay,6876 First St,Austin,TX,55653,2024-02-25,2024-03-03,5475.87
2116,516,2021-06-10,Processing,PayPal,2060 First St,San Jose,CA,11170,,,97.16
2117,953,2023-12-02,Delivered,Credit Card,9867 Oak Ave,Phoenix,AZ,59200,2023-12-04,2023-12-08,6099.6
2118,632,2023-10-16,Delivered,Credit Card,4926 First St,Phoenix,AZ,19924,2023-10-17,2023-10-24,352.98
2119,871,2023-10-04,Delivered,Credit Card,1476 Park Rd,Fort Worth,TX,78002,2023-10-05,2023-10-07,119.28
2120,459,2023-11-15,Delivered,Credit Card,7529 Second Ave,Charlotte,NC,19023,2023-11-17,2023-11-24,49.67
2121,625,2023-03-26,Delivered,Google Pay,7903 Second Ave,Phoenix,AZ,59781,2023-03-27,2023-03-30,5101.34
2122,616,2021-11-28,Shipped,Apple Pay,7989 Main St,San Jose,CA,78997,2021-11-30,,0.0
2123,725,2022-03-23,Shipped,Apple Pay,1491 Main St,San Jose,CA,25003,2022-03-25,,236.4
2124,765,2023-12-20,Shipped,Apple Pay,8435 Park Rd,Jacksonville,FL,96918,2023-12-21,,6.41
2125,305,2022-10-11,Delivered,Debit Card,4793 Second Ave,Dallas,TX,65518,2022-10-13,2022-10-17,205.29
2126,927,2024-04-17,Pending,Debit Card,6797 First St,Phoenix,AZ,91844,,,707.76
2127,31,2024-01-14,Pending,Apple Pay,4769 Oak Ave,Philadelphia,PA,81200,,,0.0
2128,325,2022-10-19,Shipped,PayPal,4996 Park Rd,New York,NY,14073,2022-10-20,,0.0
2129,193,2024-02-15,Processing,Google Pay,8208 Second Ave,Phoenix,AZ,98148,,,0.0
2130,992,2022-11-25,Delivered,Apple Pay,934 First St,Columbus,OH,78809,2022-11-26,2022-11-28,1375.8200000000002
2131,659,2022-05-26,Cancelled,Apple Pay,3281 Park Rd,San Diego,CA,36504,,,3544.14
2132,660,2023-01-29,Delivered,Google Pay,1920 First St,Chicago,IL,64817,2023-01-30,2023-02-01,2534.57
2133,894,2023-11-04,Delivered,Credit Card,2336 Park Rd,Jacksonville,FL,70849,2023-11-05,2023-11-08,0.0
2134,933,2023-05-16,Cancelled,Google Pay,4172 Park Rd,Jacksonville,FL,91048,,,50.42
2135,481,2023-12-02,Processing,Apple Pay,3680 Second Ave,Philadelphia,PA,33957,,,4966.58
2136,26,2024-04-23,Delivered,PayPal,5238 Main St,New York,NY,86569,2024-04-25,2024-05-01,558.97
2137,338,2021-04-18,Delivered,PayPal,3007 Park Rd,Philadelphia,PA,12872,2021-04-19,2021-04-24,5171.96
2138,213,2023-10-08,Cancelled,Google Pay,9001 Second Ave,San Diego,CA,27589,,,101.67
2139,944,2023-12-21,Shipped,Google Pay,2470 Park Rd,Philadelphia,PA,75514,2023-12-24,,0.0
2140,483,2022-05-02,Pending,Credit Card,208 Second Ave,San Jose,CA,73214,,,207.16000000000003
2141,444,2023-10-27,Delivered,Credit Card,9138 Main St,San Diego,CA,94613,2023-10-29,2023-11-01,327.01000000000005
2142,887,2023-06-25,Delivered,Apple Pay,7619 Park Rd,Dallas,TX,10975,2023-06-27,2023-07-04,0.0
2143,810,2022-06-12,Shipped,Credit Card,1611 Main St,Los Angeles,CA,27047,2022-06-15,,115.0
2144,298,2021-05-07,Delivered,Credit Card,6122 Park Rd,Philadelphia,PA,60164,2021-05-08,2021-05-13,397.71
2145,312,2021-03-06,Shipped,PayPal,8436 Main St,Jacksonville,FL,11610,2021-03-07,,999.1400000000001
2146,109,2022-04-14,Delivered,Credit Card,6342 Park Rd,San Jose,CA,98452,2022-04-15,2022-04-20,0.0
2147,370,2023-10-07,Shipped,Credit Card,2267 Oak Ave,San Diego,CA,11109,2023-10-10,,0.0
2148,810,2024-01-09,Shipped,PayPal,1611 Main St,Los Angeles,CA,27047,2024-01-10,,0.0
2149,847,2021-03-20,Shipped,Credit Card,7963 First St,New York,NY,87664,2021-03-21,,524.72
2150,698,2022-07-09,Shipped,Credit Card,2343 Second Ave,New York,NY,58891,2022-07-10,,0.0
2151,796,2023-04-09,Delivered,PayPal,4886 First St,Jacksonville,FL,75325,2023-04-12,2023-04-19,0.0
2152,779,2022-12-20,Delivered,Google Pay,3166 Oak Ave,Philadelphia,PA,20252,2022-12-21,2022-12-22,239.24
2153,58,2024-05-29,Shipped,PayPal,6311 Park Rd,Philadelphia,PA,43065,2024-05-31,,609.4200000000001
2154,469,2024-02-21,Delivered,Debit Card,9120 Second Ave,Fort Worth,TX,99727,2024-02-24,2024-02-25,516.0
2155,667,2024-02-01,Delivered,Google Pay,7707 Main St,Austin,TX,19266,2024-02-04,2024-02-11,1293.65
2156,220,2024-02-23,Delivered,Debit Card,7419 Second Ave,Dallas,TX,57419,2024-02-24,2024-02-29,1498.3600000000001
2157,724,2024-02-14,Delivered,PayPal,7114 Park Rd,Los Angeles,CA,63992,2024-02-15,2024-02-17,433.85
2158,713,2022-12-09,Delivered,Apple Pay,2448 First St,Los Angeles,CA,87405,2022-12-10,2022-12-15,404.1
2159,55,2021-12-23,Pending,Google Pay,9047 Second Ave,Dallas,TX,73993,,,75.95
2160,780,2023-09-19,Delivered,Google Pay,317 Oak Ave,Los Angeles,CA,72537,2023-09-22,2023-09-28,82.8
2161,9,2023-12-06,Processing,PayPal,8279 First St,Houston,TX,70142,,,318.26000000000005
2162,858,2023-12-15,Shipped,Google Pay,5009 First St,San Jose,CA,31270,2023-12-16,,7775.179999999999
2163,82,2021-12-20,Delivered,Google Pay,753 First St,San Jose,CA,89129,2021-12-22,2021-12-29,1166.17
2164,997,2022-09-10,Delivered,Google Pay,9673 First St,Houston,TX,23941,2022-09-13,2022-09-18,0.0
2165,407,2022-12-04,Cancelled,Credit Card,989 Oak Ave,Philadelphia,PA,53512,,,178.3
2166,233,2024-01-03,Shipped,Apple Pay,8692 Park Rd,Fort Worth,TX,64568,2024-01-05,,153.54
2167,854,2021-05-11,Processing,Apple Pay,4083 Oak Ave,Chicago,IL,17928,,,86.64
2168,677,2023-06-08,Delivered,Credit Card,9086 First St,Columbus,OH,49856,2023-06-10,2023-06-12,279.74
2169,840,2021-03-08,Delivered,PayPal,3525 Main St,San Diego,CA,93681,2021-03-11,2021-03-18,3649.32
2170,22,2023-04-09,Delivered,Google Pay,3239 Oak Ave,Houston,TX,68800,2023-04-11,2023-04-14,2269.1
2171,203,2023-03-09,Delivered,Apple Pay,1120 Oak Ave,Columbus,OH,37176,2023-03-10,2023-03-14,22.93
2172,705,2023-10-25,Delivered,PayPal,3377 Oak Ave,San Jose,CA,56076,2023-10-26,2023-10-30,1309.6799999999998
2173,496,2022-05-30,Delivered,PayPal,5729 Oak Ave,Chicago,IL,51533,2022-05-31,2022-06-04,84.44
2174,589,2023-11-11,Delivered,Google Pay,3993 Park Rd,Charlotte,NC,49666,2023-11-14,2023-11-21,299.84000000000003
2175,744,2023-07-25,Shipped,Debit Card,2099 Second Ave,Charlotte,NC,67986,2023-07-26,,256.18
2176,123,2024-04-19,Pending,Google Pay,7530 First St,Columbus,OH,22463,,,278.76
2177,692,2023-11-10,Processing,Debit Card,140 Oak Ave,Fort Worth,TX,49343,,,1294.8799999999999
2178,777,2020-08-10,Pending,Google Pay,4275 Second Ave,Philadelphia,PA,75987,,,0.0
2179,614,2021-12-06,Delivered,PayPal,5921 Oak Ave,San Antonio,TX,65675,2021-12-09,2021-12-12,258.85
2180,846,2022-03-04,Shipped,Debit Card,7043 Main St,Jacksonville,FL,35805,2022-03-05,,0.0
2181,319,2024-03-14,Processing,PayPal,4684 Main St,Jacksonville,FL,40339,,,8254.07
2182,721,2021-11-27,Delivered,PayPal,6474 First St,Jacksonville,FL,84560,2021-11-29,2021-11-30,144.04
2183,733,2023-03-12,Shipped,Debit Card,9375 Main St,Charlotte,NC,36299,2023-03-15,,10.72
2184,560,2021-11-09,Delivered,Debit Card,9390 Second Ave,San Jose,CA,88166,2021-11-10,2021-11-13,14.02
2185,25,2024-03-29,Delivered,Apple Pay,7554 Park Rd,Charlotte,NC,82845,2024-04-01,2024-04-08,0.0
2186,826,2023-01-05,Delivered,Debit Card,6252 Main St,Phoenix,AZ,36549,2023-01-07,2023-01-13,367.71
2187,862,2023-06-23,Delivered,PayPal,2955 Park Rd,Jacksonville,FL,42239,2023-06-24,2023-06-27,379.8
2188,208,2021-07-04,Shipped,Google Pay,9308 Park Rd,Phoenix,AZ,24316,2021-07-05,,80.34
2189,260,2024-03-30,Shipped,PayPal,6999 Park Rd,Phoenix,AZ,20082,2024-04-01,,0.0
2190,455,2024-05-21,Delivered,Credit Card,9779 Oak Ave,Houston,TX,63857,2024-05-24,2024-05-26,0.0
2191,64,2022-09-07,Delivered,Credit Card,2606 First St,Jacksonville,FL,78386,2022-09-09,2022-09-13,1918.15
2192,800,2022-11-23,Delivered,Google Pay,8576 Main St,Jacksonville,FL,54342,2022-11-25,2022-12-02,48.92
2193,847,2021-04-01,Cancelled,Debit Card,7963 First St,New York,NY,87664,,,645.3
2194,966,2024-05-24,Shipped,Google Pay,7204 First St,Fort Worth,TX,89116,2024-05-27,,483.25
2195,565,2023-10-08,Delivered,Google Pay,1891 First St,Dallas,TX,15559,2023-10-10,2023-10-17,66.3
2196,310,2024-01-13,Shipped,Google Pay,1146 Park Rd,Dallas,TX,85582,2024-01-15,,104.38999999999999
2197,639,2023-12-01,Shipped,PayPal,1004 Main St,San Antonio,TX,80074,2023-12-03,,639.2
2198,502,2022-09-21,Delivered,Google Pay,9780 Second Ave,Chicago,IL,92712,2022-09-23,2022-09-29,410.71000000000004
2199,558,2022-09-05,Delivered,Google Pay,9231 Second Ave,Los Angeles,CA,34134,2022-09-08,2022-09-10,0.0
2200,894,2023-11-17,Cancelled,PayPal,2336 Park Rd,Jacksonville,FL,70849,,,563.6800000000001
2201,61,2023-01-22,Delivered,Apple Pay,2783 Park Rd,Fort Worth,TX,85849,2023-01-24,2023-01-26,127.84
2202,950,2022-03-10,Pending,Google Pay,2472 Oak Ave,Phoenix,AZ,35644,,,577.47
2203,50,2023-03-25,Delivered,Google Pay,9855 Park Rd,Dallas,TX,90301,2023-03-26,2023-04-01,1194.27
2204,468,2022-03-26,Delivered,PayPal,2362 Main St,Jacksonville,FL,68536,2022-03-27,2022-04-03,1193.22
2205,438,2024-05-19,Delivered,Debit Card,5733 Oak Ave,Jacksonville,FL,94663,2024-05-22,2024-05-26,6916.050000000001
2206,318,2023-04-13,Shipped,PayPal,123 First St,Philadelphia,PA,23624,2023-04-14,,279.53999999999996
2207,510,2021-05-09,Delivered,PayPal,7283 Main St,Chicago,IL,21822,2021-05-12,2021-05-14,450.87
2208,433,2023-10-26,Delivered,Debit Card,6726 First St,San Diego,CA,12213,2023-10-29,2023-11-02,4800.370000000001
